name,hasCustomObject,keyPrefix,label,labelPlural,createable,updateable,deletable,activateable,associateEntityType,associateParentEntity,compactLayoutable,custom,customSetting,deepCloneable,defaultImplementation,deprecatedAndHidden,feedEnabled,hasSubtypes,idEnabled,implementedBy,implementsInterfaces,isInterface,isSubtype,layoutable,mergeable,mruEnabled,networkScopeFieldName,queryable,replicateable,retrieveable,searchable,undeletable,DescribeFields,searchLayoutable,triggerable,RecordTypeInfos
c2g__codaAccountInUse__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaAgedAnalysisDef__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBalanceUpdateResult__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankAccount__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankReconciliation__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankReconciliationCharge__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankReconciliationLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankStatement__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankStatementDefinition__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBankStatementLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBatchControl__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBatchControlDetail__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaBudget__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCashEntry__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCashEntryLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCashMatchingHistory__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCashMatchingSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCheckNumber__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCheckRange__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaColumnProperty__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCompany__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCreditNote__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCreditNoteLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevalBatch__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevalBatchLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevaluation__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevaluationGLAItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevaluationGroup__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevaluationLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaCurrencyRevaluationSummary__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaDataProperty__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaDimension1__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaDimension2__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaDimension3__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaDimension4__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaEventLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaExchangeRate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaFinanceCorrespondence__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaFormatData__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaGeneralLedgerAccount__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaGroupingReference__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIncomeScheduleDefinition__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIncScheduleStagingJnl__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIncScheduleStagingJnlLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIntegrationRule__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIntegrationRuleLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIntercompanyDefinition__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIntercompanyTransfer__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIntercompanyTransferLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaIntersectDefinition__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaInvoice__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaInvoiceInstallmentLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaInvoiceLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaJournal__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaJournalLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaLookup__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaMappingFormat__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaMassEmailAccount__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaMassEmailAccountLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaMatchingReference__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaObjectField__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPageNumProperty__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPayment__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentAccountLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentAccountSelection__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentBatch__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentBatchLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentHistory__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentMediaControl__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentMediaDetail__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentMediaSummary__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPaymentTemplateLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPeriod__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPrintFormat__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaProductInUse__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPurchaseCreditNote__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPurchaseCreditNoteExpLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPurchaseCreditNoteLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPurchaseInvoice__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPurchaseInvoiceExpenseLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaPurchaseInvoiceLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaRecordLock__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaRecordLockGroup__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaScheduleLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaSection__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaSelection__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaSelectionCriterion__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaSingleMapping__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaSortOrder__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaTableProperty__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaTaxCode__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaTaxRate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaTextDefinition__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaTransaction__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaTransactionLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaUserCompany__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaVoidPaymentCriteria__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaYear__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__codaYearEndLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CollectionsPlusSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CollectionsSpace__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CollectionsStatementSpace__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CombinationRule__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CombinationRuleLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CombinationRulesErrorLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CombinationRuleSettingLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CombinationRuleSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CommonName__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CommunitySettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CompanyOwnership__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ConsolidationHierarchy__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ConsolidationHierarchyLine__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ConsolidationSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyConversionSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyRevaluationCriteria__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyRevaluationCriteriaLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyRevaluationHistory__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyRevaluationHistoryLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyRevaluationTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CurrencyRevaluationTemplateLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CustomFormAssignment__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CustomFormLayout__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CustomFormLayoutField__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CustomFormLayoutRelatedList__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CustomFormLayoutRelatedListField__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__CustomFormLayoutSection__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__DataView__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__DataViewAction__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__DataViewField__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__DataViewJoin__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__DataViewJoinFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__DataViewTransposeItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__EliminationSelectedCompany__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ERPAccountingMessagingSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ffhyb_HybridConfiguration__mdt,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ffhyb_HybridProcess__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__fflib_BatchProcess__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__fflib_BatchProcessDetail__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__fflib_SchedulerConfiguration__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__fflib_XXXBatchTestOpportunity2__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__Filter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__FilterElement__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__FixedAllocationRuleLine__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__GroupStructureSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateColumn__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateColumnFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateColumnFormula__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateCommonName__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateExcludedAction__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateRCP__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateSignFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateSortItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InquiryTemplateTransposeDrill__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__IntegrationRulesSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__intercompanySettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__IntercompanyTaxCodeMapping__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceConsolidationGroupingFields__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceConsolidationGroupingMethod__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceConsolidationRule__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceFilterCriteria__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceGroupingFields__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceRecordFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__InvoiceRecordFilterCriteria__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__massActionsSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__MassDeleteBatchLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__MassDeleteControlRecord__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__MultiAccountContact__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__MultiAccountCreditTerms__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__MultipleCompaniesAccountConfig__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__MultipleCompaniesProductConfig__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ObjectToObjectMap__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ObjectToObjectMapFieldLink__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__OnlineInquiriesPersonalSetting__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PaletteSection__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PaymentDetailsTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__paymentDetailsTemplateFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PaymentsPlusErrorLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PaymentsPlusSettingsPublic__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PeriodCloseSchedule__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PeriodCloseTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PeriodCloseTemplateLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PeriodCloseTemplateSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PermissionSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__Playbook__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PlaybookSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PlaybookTask__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PlaybookTaskApprover__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PlaybookTaskTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PlaybookTaskTemplateApprover__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PlaybookTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PostInstallUpgradeSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PrepaidExpensesBatch__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PrepaidExpensesLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__PrepaidExpensesScheduleDefinition__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ProcessRunInfo__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__RCPPeer__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReconciliationSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__RelatedContentPane__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__RelatedContentPaneComponent__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__RelatedContentPaneTab__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__Reminder__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReminderDetailedContactLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReminderLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReminderRule__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReminderRulesCompany__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReportingBalance__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__ReportingPeriodUpdateSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__SalesInvoiceConsolidationSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__Statement__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatementContactLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatementLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatementRule__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatementRuleCompany__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatisticalBasis__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatisticalBasisFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatisticalBasisLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatisticalBasisLineItemVersion__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__StatisticalBasisVersion__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__SummarizationLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__SummarizationRunInformation__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__SummarizationTemplate__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__SummarizationTemplateFieldProcess__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__SupportDataAccessKey__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TaxDetailPayableCreditNote__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TaxDetailPayableCreditNoteExpense__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TaxDetailPayableInvoice__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TaxDetailPayableInvoiceExpense__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TaxDetailSalesCreditNote__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TaxDetailSalesInvoice__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionReconciliation__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionReconciliationFilter__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionReconciliationFilterStructure__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionReconciliationHistory__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionReconciliationLineItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__TransactionReconciliationLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__Worker__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__WorkerItem__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__WorkerLog__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__WorkerLogGroup__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__WriteOffSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__XMLSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2g__YearEndValidationsSettings__c,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalcMatrixColumnRange,true,9QX,Decision Matrix Column Range,Decision Matrix Column Ranges,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,,
CalcProcStepRelationship,true,06Z,Expression Set Step Relationship,Expression Set Step Relationships,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,,
